geneID	Mapman ANN	description	At homolog	At Tair9 short description	RPKM-base	RPKM-1cm	RPKM+4 cm	RPKMtip	GeneName
GRMZM2G381473	cell wall.precursor synthesis.UXS	UDP-glucuronic acid decarboxylase 1, putative, expressed	AT3G62830.2	AUD1; UDP-glucuronate decarboxylase/ catalytic/ dTDP-glucose 4,6-dehydratase	16.5869083	6.359053557	2.786069691	4.32734591	AUD1
GRMZM2G381739	protein.degradation.aspartate protease	pepsin A, putative, expressed	AT3G12700.1	aspartyl protease family protein	16.81375452	0.331062386	0.057937084	0	NANA
GRMZM2G382038	cell wall.precursor synthesis.UXS	UDP-glucuronic acid decarboxylase 1, putative, expressed	AT2G28760.3	NAD-dependent epimerase/dehydratase family protein	12.95618321	6.449634224	1.423038662	0.878734103	UXS6
GRMZM2G382077	protein.postranslational modification	OsPP2Ac-4 - Phosphatase 2A isoform 4 belonging to family 2, expressed	AT2G42500.2	PP2A-4; hydrolase/ protein serine/threonine phosphatase	13.36405546	10.43270684	7.651815107	5.347041622	PP2A-3
GRMZM2G382104	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase II	protein kinase APK1B, chloroplast precursor, putative, expressed	AT5G59010.1	protein kinase-related	22.62820728	10.67279747	5.173591537	4.48408956	BSK5
GRMZM2G382341	cell.organisation	fimbrin 1, putative, expressed	AT4G26700.2	ATFIM1; actin binding	9.055426603	14.34810232	10.2400181	7.167917012	FIM1
GRMZM2G382345	development.unspecified	protein binding protein, putative, expressed	AT1G12060.1	ATBAG5 (ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 5); protein binding	4.622773505	0.961823353	0.66627647	0.432481308	BAG5
GRMZM2G382379	misc.peroxidases	peroxidase 68 precursor, putative, expressed	AT5G05340.1	peroxidase, putative	3.492475935	0.231731817	0.082189206	0	PRX52
GRMZM2G382534	secondary metabolism.isoprenoids.carotenoids	beta-carotene hydroxylase, putative, expressed	AT4G25700.1	BETA-OHASE 1 (BETA-HYDROXYLASE 1); carotene beta-ring hydroxylase	1.18814265	4.798470233	1.026497477	0.646293341	BETA-OHASE 1
GRMZM2G382557	cell wall.pectin*esterases.PME	pectinesterase precursor, putative, expressed	AT5G55590.1	QRT1 (QUARTET 1); pectinesterase	2.898903767	23.31912787	5.042701915	0.357512688	QRT1
GRMZM2G382569	secondary metabolism.flavonoids.flavonols	flavonol synthase/flavanone 3-hydroxylase, putative, expressed	AT1G17020.1	SRG1 (SENESCENCE-RELATED GENE 1); oxidoreductase, acting on diphenols and related substances as donors, oxygen as acceptor / oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and inc	0.404413509	0	0.406382402	3.140280717	SRG1
GRMZM2G382774	not assigned	EARLY flowering 4 protein, putative, expressed	AT1G17455.1	ELF4-L4 (ELF4-Like 4)	17.39644505	9.513097693	8.971896638	20.60131927	ELF4-L4
GRMZM2G382785	secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase	transferase, putative, expressed	AT3G29590.1	AT5MAT; O-malonyltransferase/ transferase	4.851541645	23.77482261	8.181434541	6.866087537	AT5MAT
GRMZM2G382914	glycolysis.phosphoglycerate kinase	phosphoglycerate kinase, cytosolic, putative, expressed	AT1G79550.2	PGK (PHOSPHOGLYCERATE KINASE); phosphoglycerate kinase	661.2452759	441.2018586	351.3506213	498.0381396	PGK
GRMZM2G383052	PS.lightreaction.cyclic electron flow-chlororespiration	NADH dehydrogenase subunit 2	ATCG01250.1	0	4.220614496	0.856853033	1.333868763	12.03204309	NDHB.2
GRMZM2G383088	transport.metabolite transporters at the envelope membrane	2-oxoglutarate/malate translocator (IEP45)	AT5G12860.2	DiT1 (dicarboxylate transporter 1); oxoglutarate:malate antiporter	113.0100783	334.2747743	478.9969589	196.0350102	DiT1
GRMZM2G383122	not assigned	BCL-2 binding anthanogene-1, putative, expressed	AT5G52060.1	ATBAG1 (ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 1); protein binding	49.0899223	4.782741354	2.794057378	4.408621154	BAG1
GRMZM2G383154	protein assembly and cofactor ligation	TPR Domain containing protein, expressed	AT1G02910.1	LPA1 (LOW PSII ACCUMULATION1); binding	12.3046875	63.09548818	70.03300063	51.49214846	LPA1
GRMZM2G383404	misc.UDP glucosyl and glucoronyl transferases	anthocyanidin 3-O-glucosyltransferase, putative, expressed	AT4G15280.1	UGT71B5 (UDP-GLUCOSYL TRANSFERASE 71B5); UDP-glycosyltransferase/ quercetin 3-O-glucosyltransferase/ transferase, transferring glycosyl groups	54.78177671	96.14663668	3.641840337	0.623727018	UGT71B5
GRMZM2G383408	not assigned	ACR4, putative, expressed	AT1G69040.2	ACR4 (ACT REPEAT 4); amino acid binding	11.09893828	27.80914096	58.31687821	65.98076383	ACR4
GRMZM2G383540	development.unspecified	DAG protein, chloroplast precursor, putative, expressed	AT2G33430.1	DAL1 (DIFFERENTIATION AND GREENING-LIKE 1)	27.65027177	10.60021933	4.014764056	10.82277757	DAL1
GRMZM2G383623	cell.division	ATSMC3, putative, expressed	AT5G48600.1	ATSMC3 (ARABIDOPSIS THALIANA STRUCTURAL MAINTENANCE OF CHROMOSOME 3); ATP binding / transporter	6.501107518	0.487949792	0.361535743	0.676850396	SMC3
GRMZM2G383807	protein.postranslational modification	protein phosphatase 2C ABI2, putative, expressed	AT1G17550.1	HAB2; catalytic/ protein serine/threonine phosphatase	14.12539324	3.927967521	2.174332854	2.091500265	HAB2
GRMZM2G384293	not assigned	nitric-oxide synthase, putative, expressed	AT3G47450.2	NOA1 (NO ASSOCIATED 1); GTPase/ nitric-oxide synthase	30.29372515	55.11864858	33.29776805	34.07779137	NOA1
GRMZM2G384338	RNA.processing.ribonucleases	RNA binding protein, putative, expressed	AT1G24450.1	NFD2 (NUCLEAR FUSION DEFECTIVE 2); RNA binding / ribonuclease III	38.81917297	23.65024541	3.809354254	4.039492422	NFD2
GRMZM2G384339	stress.abiotic.heat	heat shock factor protein HSF8, putative, expressed	AT5G16820.2	HSF3 (HEAT SHOCK FACTOR 3); DNA binding / transcription factor	17.53949973	14.12302122	4.789056125	5.03812189	HSF3
GRMZM2G384394	not assigned	importin beta-3, putative, expressed	AT5G19820.1	emb2734 (embryo defective 2734); binding / lyase	49.01311418	37.5176986	7.578847491	11.60690852	emb2734
GRMZM2G384439	signalling.receptor kinases.leucine rich repeat II	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed	AT1G34210.1	SERK2 (SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 2); kinase	16.30194028	8.724064876	7.986527915	7.722592411	SERK2
GRMZM2G384528	RNA.regulation of transcription.CCAAT box binding factor family, HAP3	nuclear transcription factor Y subunit B-3, putative, expressed	AT4G14540.1	NF-YB3 (NUCLEAR FACTOR Y, SUBUNIT B3); transcription factor	6.980416422	18.08283337	17.19548132	9.394743323	NF-YB3
GRMZM2G384755	signalling.receptor kinases.S-locus glycoprotein like	serine/threonine-protein kinase receptor precursor, putative, expressed	AT4G21380.1	ARK3 (A. THALIANA RECEPTOR KINASE 3); kinase/ transmembrane receptor protein serine/threonine kinase	3.84720625	4.688605767	0.316979966	0.128595182	RK3
GRMZM2G384913	protein.degradation.ubiquitin.E3.RING	RING-H2 finger protein ATL1N precursor, putative, expressed	AT5G05810.1	ATL43; protein binding / zinc ion binding	14.47911761	1.364857847	0.393314457	0.687349257	ATL43
GRMZM2G385287	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L9	60S ribosomal protein L9, putative, expressed	AT1G33140.1	PGY2 (PIGGYBACK2); structural constituent of ribosome	619.0390892	246.7778447	36.06251418	40.6675862	PGY2
GRMZM2G385492	cell wall.modification	xyloglucan endotransglucosylase/hydrolase protein 26 precursor, putative	AT5G57530.1	xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative	6.137137352	0.119350343	0.105826102	0	XTH12
GRMZM2G385622	PS.lightreaction.ATP synthase	ATP synthase beta chain, putative, expressed	ATCG00480.1	0	22.03512495	66.17857969	155.6516146	208.2966355	PB
GRMZM2G385635	PS.calvin cycle.rubisco large subunit	ribulose 1,5-bisphosphate carboxylase/oxygenase large chain	ATCG00490.1	0	21.00674848	65.14007063	151.8840353	202.6256869	RBCL
GRMZM2G386046	N-metabolism.ammonia metabolism.glutamine synthase	glutamine synthetase root isozyme 3, putative, expressed	AT5G37600.1	ATGSR1; copper ion binding / glutamate-ammonia ligase	152.7950542	172.3953172	140.7929157	113.6022217	GSR 1
GRMZM2G386229	nucleotide metabolism.degradation	hydrolase, putative, expressed	AT5G18860.1	inosine-uridine preferring nucleoside hydrolase family protein	0.534020911	8.099658998	0.578313143	0.480142513	NSH3
GRMZM2G386674	RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family	seed specific protein Bn15D17A, putative, expressed	AT3G02550.1	LBD41 (LOB DOMAIN-CONTAINING PROTEIN 41)	11.19157709	2.183626737	1.66284384	3.518993204	LBD41
GRMZM2G386714	protein.aa activation.lysine-tRNA ligase	lysyl-tRNA synthetase, putative, expressed	AT3G11710.1	ATKRS-1 (ARABIDOPSIS THALIANA LYSYL-TRNA SYNTHETASE 1); ATP binding / aminoacyl-tRNA ligase/ lysine-tRNA ligase/ nucleic acid binding / nucleotide binding	21.68348329	7.090746382	2.351050884	4.410887647	ATKRS-1
GRMZM2G386824	misc.gluco-, galacto- and mannosidases	beta-galactosidase precursor, putative, expressed	AT4G35010.1	BGAL11 (beta-galactosidase 11); beta-galactosidase	8.547943421	2.193693951	0.746216645	1.77442349	BGAL11
GRMZM2G386971	misc.UDP glucosyl and glucoronyl transferases	transferase, transferring glycosyl groups, putative, expressed	AT3G61130.1	GAUT1 (GALACTURONOSYLTRANSFERASE 1); polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups	20.82823481	7.438206954	2.516116671	1.221298731	GAUT1
GRMZM2G386991	protein.postranslational modification	serine/threonine-protein kinase AFC1, putative, expressed	AT3G53570.4	AFC1 (ARABIDOPSIS FUS3-COMPLEMENTING GENE 1); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase/ protein tyrosine kinase	12.69258983	15.96116217	11.3399476	8.347686886	FC1
GRMZM2G387383	protein.degradation.serine protease	lon protease homolog 2, mitochondrial precursor, putative, expressed	AT5G26860.1	LON1 (LON PROTEASE 1); ATP binding / ATP-dependent peptidase/ serine-type peptidase	9.127023301	3.151862331	0.958473709	0.383725586	LON1
GRMZM2G387394	secondary metabolism.flavonoids.anthocyanins.anthocyanin 5-aromatic acyltransferase	transferase, putative, expressed	AT3G29590.1	AT5MAT; O-malonyltransferase/ transferase	0	3.650222573	0.066505394	0.071947961	AT5MAT
GRMZM2G388585	not assigned	expressed protein	AT3G61380.1	unknown protein	0.49276457	13.33473146	7.753951139	2.308639553	TRM14
GRMZM2G388587	secondary metabolism.simple phenols	L-ascorbate oxidase precursor, putative, expressed	AT5G05390.1	LAC12 (laccase 12); laccase	4.485966662	0.291037163	0.187678654	0	LAC12
GRMZM2G388823	RNA.regulation of transcription.unclassified	expressed protein	AT2G43060.1	transcription factor	0.6644443	4.10730786	6.734599294	10.36575613	IBH1
GRMZM2G388892	RNA.transcription	DNA-directed RNA polymerase I polypeptide 2, putative, expressed	AT1G29940.1	NRPA2; DNA binding / DNA-directed RNA polymerase/ ribonucleoside binding	6.38819211	1.827710433	0.651981685	2.044196489	NRPA2
GRMZM2G389118	protein.targeting.chloroplast	TOC159, putative, expressed	AT4G02510.1	TOC159 (TRANSLOCON AT THE OUTER ENVELOPE MEMBRANE OF CHLOROPLASTS 159); transmembrane receptor	31.11428838	49.20257272	7.544791645	6.130493881	TOC159
GRMZM2G389155	development.unspecified	SPA4, putative	AT5G23730.1	nucleotide binding	3.875128388	10.8483833	6.22923229	3.338161076	RUP2
GRMZM2G389299	transport.metabolite transporters at the envelope membrane	triose phosphate/phosphate translocator, non-green plastid,chloroplast precursor, putative, expressed	AT5G33320.1	CUE1 (CAB UNDEREXPRESSED 1); antiporter/ triose-phosphate transmembrane transporter	4.973032354	0.671529223	0.247966584	0.216518166	CUE1
GRMZM2G389362	protein.targeting.secretory pathway.vacuole	vacuolar sorting receptor 1 precursor, putative, expressed	AT3G52850.1	VSR1 (VACUOLAR SORTING RECEPTOR HOMOLOG 1); amino-terminal vacuolar sorting propeptide binding	16.16351113	29.66199577	20.67838018	15.62723252	VSR1
GRMZM2G389462	stress.biotic	spotted leaf protein 11, putative, expressed	AT5G42340.1	binding / ubiquitin-protein ligase	1.623367659	0.238154347	0.075417062	0.048953357	PUB15
GRMZM2G389768	RNA.regulation of transcription.unclassified	glycine-rich protein 2, putative, expressed	AT2G17870.1	cold-shock DNA-binding family protein	504.4697457	54.12990407	31.66632705	72.47865552	CSP3
GRMZM2G390076	protein.postranslational modification	serine/threonine-protein phosphatase PP1, putative, expressed	AT2G39840.1	TOPP4; protein serine/threonine phosphatase	3.074512758	3.547841168	6.830037639	12.55984553	TOPP4
GRMZM2G390345	protein.postranslational modification	LSTK-1-like kinase, putative, expressed	AT1G54510.1	ATNEK1 (ARABIDOPSIS THALIANA NIMA-RELATED SERINE/THREONINE KINASE 1); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase	2.691301435	0.366658721	1.691453866	6.302825311	NEK1
GRMZM2G390562	protein.degradation.autophagy	expressed protein	AT1G54710.1	AtATG18h	4.624758754	12.39053959	16.06128721	14.78816724	ATG18H
GRMZM2G390641	RNA.regulation of transcription.ARF, Auxin Response Factor family	auxin response factor 16, putative, expressed	AT4G30080.1	ARF16 (AUXIN RESPONSE FACTOR 16); miRNA binding / transcription factor	7.565500272	7.657172885	9.207174983	16.26464608	ARF16
GRMZM2G390691	not assigned	protein binding protein, putative, expressed	AT3G14090.1	ATEXO70D3 (exocyst subunit EXO70 family protein D3); protein binding	2.866490699	0.147971256	0.129557739	0.14124657	EXO70D3
GRMZM2G390786	signalling.G-proteins	brefeldin A-inhibited guanine nucleotide-exchange protein 2, putative, expressed	AT3G43300.1	ATMIN7 (ARABIDOPSIS THALIANA HOPM INTERACTOR 7); guanyl-nucleotide exchange factor/ protein binding	22.62567387	8.250692228	2.261682941	2.955167038	ATMIN7
GRMZM2G391000	misc.UDP glucosyl and glucoronyl transferases	transferase, transferring glycosyl groups, putative, expressed	AT5G47780.1	GAUT4 (Galacturonosyltransferase 4); polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups	10.31106233	4.708402279	3.985100731	3.529521231	GAUT4
GRMZM2G391042	transport.calcium	calcium-transporting ATPase 9, plasma membrane-type, putative, expressed	AT5G57110.2	ACA8 (AUTOINHIBITED CA2+ -ATPASE, ISOFORM 8); calcium-transporting ATPase/ calmodulin binding / protein self-association	3.012203634	2.763957925	0.795394424	0.680273419	ACA8
GRMZM2G391596	hormone metabolism.auxin.induced-regulated-responsive-activated	OsSAUR11 - Auxin-responsive SAUR gene family member, expressed	AT2G45210.1	auxin-responsive protein-related	0.270523751	7.774023129	13.07424799	28.92733603	SAUR36
GRMZM2G391794	signalling.receptor kinases.leucine rich repeat XI	receptor-like protein kinase 5 precursor, putative, expressed	AT1G09970.1	LRR XI-23; ATP binding / kinase/ protein kinase/ protein serine/threonine kinase	5.994430016	7.936167297	1.378341223	0.601305702	LRR XI-23
GRMZM2G391815	transport.ABC transporters and multidrug resistance systems	ATPase, coupled to transmembrane movement of substances, putative, expressed	AT1G66950.1	PDR11 (PLEIOTROPIC DRUG RESISTANCE 11); ATPase, coupled to transmembrane movement of substances	1.714413435	1.326787914	0.821017709	0.192610361	ABCG39
GRMZM2G391831	PS.lightreaction.ATP synthase	ATP synthase CF0 C chain	ATCG00140.1	0	2.525894304	0.670933409	0.941501701	7.238628891	ATPH
GRMZM2G391936	major CHO metabolism.synthesis.starch.AGPase	glucose-1-phosphate adenylyltransferase large subunit 3, chloroplast precursor, putative, expressed	AT5G19220.1	APL1 (ADP GLUCOSE PYROPHOSPHORYLASE LARGE SUBUNIT 1); glucose-1-phosphate adenylyltransferase	5.369832948	54.0811145	301.1519596	224.0494118	APL1
GRMZM2G392101	RNA.regulation of transcription.ARR	OsRR6 - Rice type-A response regulator, expressed	AT5G62920.1	ARR6 (RESPONSE REGULATOR 6); transcription regulator/ two-component response regulator	16.29335398	13.28347328	6.526607701	14.36774864	ARR6
GRMZM2G392125	cell wall.degradation.mannan-xylose-arabinose-fucose	xyloglucan endotransglucosylase/hydrolase protein 15 precursor, putative, expressed	AT4G30270.1	MERI5B (meristem-5); hydrolase, acting on glycosyl bonds / xyloglucan:xyloglucosyl transferase	5.667382264	10.50595647	3.344837918	1.223475625	XTH24
GRMZM2G392513	minor CHO metabolism.myo-inositol.InsP Synthases	inositol-3-phosphate synthase, putative, expressed	AT2G22240.2	MIPS2 (MYO-INOSITOL-1-PHOSTPATE SYNTHASE 2); binding / catalytic/ inositol-3-phosphate synthase	13.39005806	29.34163237	95.16921602	116.9655674	MIPS2
GRMZM2G392700	DNA.synthesis/chromatin structure	smr domain containing protein, expressed	AT2G26280.1	CID7; ATP binding / damaged DNA binding / protein binding	23.20745674	34.63465164	25.95264055	22.77918417	CID7
GRMZM2G392710	cell.division	cell division cycle protein 27, putative, expressed	AT2G20000.1	HBT (HOBBIT); binding	6.185161334	2.173508907	1.596836702	2.122164259	HBT
GRMZM2G392798	protein.postranslational modification	serine/threonine protein phosphatase 2A 55 kDa regulatory subunit Bbeta isoform, putative, expressed	AT1G17720.2	ATB BETA; nucleotide binding / protein phosphatase type 2A regulator	3.307406688	1.519044686	3.592891533	10.10890905	ATB BETA
GRMZM2G392975	transport.Major Intrinsic Proteins.PIP	aquaporin PIP1.1, putative, expressed	AT4G23400.1	PIP1;5 (PLASMA MEMBRANE INTRINSIC PROTEIN 1;5); water channel	320.3078778	208.3986988	120.4038584	143.3139713	PIP1
GRMZM2G393334	C1-metabolism.tetrahydrofolate synthase	folylpolyglutamate synthase, mitochondrial precursor, putative, expressed	AT5G05980.2	ATDFB (A. THALIANA DHFS-FPGS HOMOLOG B); tetrahydrofolylpolyglutamate synthase	15.23551571	21.3110652	23.04066187	18.26462008	DFB
GRMZM2G393337	secondary metabolism.isoprenoids.mevalonate pathway.HMG-CoA reductase	3-hydroxy-3-methylglutaryl-coenzyme A reductase 3, putative, expressed	AT1G76490.1	HMG1 (HYDROXY METHYLGLUTARYL COA REDUCTASE 1); hydroxymethylglutaryl-CoA reductase	8.83710919	2.686342568	1.621272744	1.225363705	HMG1
GRMZM2G393349	protein.degradation.ubiquitin.E3.RING	protein binding protein, putative, expressed	AT2G04240.2	XERICO; protein binding / zinc ion binding	37.62415849	16.63529535	16.41945683	25.84319693	XERICO
GRMZM2G393650	not assigned	peroxisomal membrane carrier protein, putative, expressed	AT2G39970.1	peroxisomal membrane protein (PMP36)	9.487934445	40.28506508	24.91404984	23.92884154	PXN
GRMZM2G393897	secondary metabolism.wax	acyltransferase, putative, expressed	AT1G19440.1	KCS4 (3-KETOACYL-COA SYNTHASE 4); acyltransferase/ catalytic/ transferase, transferring acyl groups other than amino-acyl groups	2.859668231	9.6966028	6.636470814	5.304808074	KCS4
